Marke,Modell,Farbe,Erstzulassung,Jahr,Preis (Euro),Leistung (kW),Leistung (PS),Getriebe,Kraftstoff,Verbrauch (l/100 km),Verbrauch (g/km),Kilometerstand (km)
skoda,Skoda Karoq,blau,10/2020,2020,28390,110.0,150.0,Schaltgetriebe,Diesel,4.6,120.0,14690.0
skoda,Skoda Kamiq,blau,10/2020,2020,15880,66.0,90.0,Schaltgetriebe,Benzin,3.4,93.0,15900.0
skoda,Skoda Octavia,blau,01/2020,2020,27645,180.0,245.0,Automatik,Benzin,7.7,174.6,61800.0
skoda,Skoda Octavia,blau,06/2020,2020,29480,135.0,184.0,Automatik,Diesel,,,47120.0
skoda,Skoda Superb,blau,10/2020,2020,30495,115.0,156.0,Automatik,Hybrid,,,57150.0
skoda,Skoda Karoq,blau,02/2020,2020,28880,110.0,150.0,Schaltgetriebe,Diesel,4.6,149.0,33901.0
skoda,Skoda Scala,blau,11/2020,2020,21990,85.0,116.0,Schaltgetriebe,Benzin,5.1,113.0,10.0
skoda,Skoda Octavia,blau,11/2020,2020,22989,110.0,150.0,Automatik,Diesel,,0.0,103513.0
skoda,Skoda Karoq,blau,04/2020,2020,32300,110.0,150.0,Automatik,Diesel,5.4,142.0,41951.0
skoda,Skoda Octavia,blau,03/2020,2020,19890,110.0,150.0,Automatik,Benzin,6.2,142.7,99843.0
skoda,Skoda Scala,blau,09/2020,2020,20170,85.0,116.0,Schaltgetriebe,Benzin,4.9,111.0,54730.0
skoda,Skoda Karoq,blau,06/2020,2020,29990,110.0,150.0,Automatik,Benzin,5.3,120.0,35330.0
skoda,Skoda Superb,blau,01/2020,2020,26870,110.0,150.0,Schaltgetriebe,Diesel,,,50999.0
skoda,Skoda Octavia,blau,05/2020,2020,23489,110.0,150.0,Automatik,Diesel,5.3,138.0,40209.0
skoda,Skoda Kamiq,blau,10/2020,2020,15880,66.0,90.0,Schaltgetriebe,Autogas (CNG),,93.0,15900.0
skoda,Skoda Fabia,blau,06/2020,2020,16485,70.0,95.0,Schaltgetriebe,Benzin,4.6,105.0,9400.0
skoda,Skoda Superb,blau,01/2020,2020,26870,110.0,150.0,Schaltgetriebe,Diesel,,,50999.0
skoda,Skoda Octavia,blau,05/2020,2020,25950,135.0,184.0,Automatik,Diesel,,0.0,113794.0
skoda,Skoda Superb,blau,10/2020,2020,27895,160.0,218.0,Automatik,Hybrid,1.5,30.0,20500.0
skoda,Skoda Karoq,blau,08/2020,2020,29150,110.0,150.0,Automatik,Benzin,5.3,144.0,43300.0
skoda,Skoda Superb,blau,03/2020,2020,27838,110.0,150.0,Automatik,Diesel,3.9,102.0,80607.0
skoda,Skoda Kodiaq,blau,08/2020,2020,32880,110.0,150.0,Automatik,Diesel,6.7,175.0,53200.0
skoda,Skoda Superb,blau,01/2020,2020,27150,140.0,190.0,Automatik,Diesel,4.5,118.0,93000.0
skoda,Skoda Kamiq,blau,01/2020,2020,22890,85.0,116.0,Automatik,Diesel,4.2,111.0,78739.0
skoda,Skoda Fabia,blau,06/2020,2020,16390,70.0,95.0,Schaltgetriebe,Benzin,123.0,123.0,11100.0
skoda,Skoda Kodiaq,blau,03/2020,2020,44777,176.0,239.0,Automatik,Diesel,7.6,200.0,69000.0
skoda,Skoda Fabia,blau,05/2020,2020,15950,70.0,95.0,Schaltgetriebe,Benzin,4.5,102.0,22928.0
skoda,Skoda Octavia,blau,11/2020,2020,31900,110.0,150.0,Automatik,Hybrid,1.4,31.0,31760.0
skoda,Skoda Superb,blau,03/2020,2020,28990,140.0,190.0,Automatik,Diesel,4.6,117.0,72866.0
skoda,Skoda Kamiq,blau,01/2020,2020,21986,110.0,150.0,Schaltgetriebe,Benzin,5.9,134.0,48999.0
skoda,Skoda Karoq,blau,02/2020,2020,27880,110.0,150.0,Schaltgetriebe,Diesel,4.6,149.0,33901.0
skoda,Skoda Scala,blau,10/2020,2020,16690,66.0,90.0,Schaltgetriebe,Autogas (CNG),,95.0,26826.0
skoda,Skoda Octavia,blau,01/2020,2020,23950,110.0,150.0,Automatik,Benzin,6.3,142.9,57594.0
skoda,Skoda Scala,blau,10/2020,2020,22890,110.0,150.0,Schaltgetriebe,Benzin,,0.0,24000.0
skoda,Skoda Kamiq,blau,03/2020,2020,26444,85.0,116.0,Automatik,Diesel,4.2,111.0,22000.0
skoda,Skoda Fabia,blau,05/2020,2020,16240,70.0,95.0,Schaltgetriebe,Benzin,4.6,105.0,7676.0
skoda,Skoda Octavia,blau,10/2020,2020,34460,180.0,245.0,Automatik,Hybrid,,,51999.0
skoda,Skoda Karoq,blau,03/2020,2020,25950,110.0,150.0,Schaltgetriebe,Diesel,,,43101.0
skoda,Skoda Octavia,blau,03/2020,2020,30830,180.0,245.0,Automatik,Benzin,6.2,141.0,71409.0
skoda,Skoda Karoq,blau,03/2020,2020,25995,110.0,150.0,Automatik,Diesel,4.9,130.0,95500.0
skoda,Skoda Kamiq,blau,01/2020,2020,22186,110.0,150.0,Schaltgetriebe,Benzin,5.9,134.0,48999.0
skoda,Skoda Octavia,blau,02/2020,2020,31500,135.0,184.0,Automatik,Diesel,5.1,135.0,65200.0
skoda,Skoda Octavia,blau,03/2020,2020,17990,110.0,150.0,Schaltgetriebe,Diesel,5.1,112.0,129400.0
skoda,Skoda Octavia,blau,12/2020,2020,33700,110.0,150.0,Automatik,Hybrid,1.4,31.0,22300.0
skoda,Skoda Superb,blau,02/2020,2020,25749,140.0,190.0,Automatik,Diesel,4.4,157.0,122450.0
skoda,Skoda Octavia,blau,12/2020,2020,21665,85.0,116.0,Schaltgetriebe,Benzin,4.7,107.0,9180.0
skoda,Skoda Kamiq,blau,03/2020,2020,23999,85.0,116.0,Schaltgetriebe,Diesel,4.2,112.0,46990.0
skoda,Skoda Fabia,blau,05/2020,2020,12980,44.0,60.0,Schaltgetriebe,Benzin,5.3,121.0,35374.0
skoda,Skoda Superb,blau,03/2020,2020,18480,110.0,150.0,Automatik,Diesel,,137.0,149318.0
skoda,Skoda Octavia,blau,02/2020,2020,28450,180.0,245.0,Automatik,Benzin,6.2,141.0,70900.0
skoda,Skoda Superb,blau,02/2020,2020,29990,110.0,150.0,Automatik,Benzin,5.2,120.0,57700.0
skoda,Skoda Karoq,blau,07/2020,2020,25500,85.0,116.0,Automatik,Diesel,4.6,122.0,56000.0
skoda,Skoda Superb,blau,02/2020,2020,24760,110.0,150.0,Automatik,Diesel,3.9,142.0,132900.0
skoda,Skoda Superb,blau,01/2020,2020,23990,110.0,150.0,Automatik,Benzin,5.2,120.0,83299.0
skoda,Skoda Fabia,blau,02/2020,2020,13490,70.0,95.0,Schaltgetriebe,Benzin,4.3,99.0,45162.0
skoda,Skoda Octavia,blau,02/2020,2020,24280,110.0,150.0,Schaltgetriebe,Diesel,4.3,114.0,66000.0
skoda,Skoda Superb,blau,03/2020,2020,31980,140.0,190.0,Automatik,Diesel,4.4,117.0,92073.0
skoda,Skoda Kamiq,blau,10/2020,2020,16670,66.0,90.0,Schaltgetriebe,Autogas (CNG),,,21644.0
skoda,Skoda Octavia,blau,02/2020,2020,19870,110.0,150.0,Schaltgetriebe,Diesel,5.1,112.0,99902.0
skoda,Skoda Fabia,blau,04/2020,2020,13490,44.0,60.0,Schaltgetriebe,Benzin,,,8657.0
skoda,Skoda Superb,blau,12/2020,2020,41890,147.0,200.0,Automatik,Diesel,6.1,161.0,39000.0
skoda,Skoda Fabia,blau,05/2020,2020,13330,44.0,60.0,Schaltgetriebe,Benzin,4.8,114.0,34598.0
skoda,Skoda Kodiaq,blau,03/2020,2020,33490,110.0,150.0,Automatik,Diesel,,,61846.0
skoda,Skoda Karoq,blau,06/2020,2020,24980,85.0,116.0,Schaltgetriebe,Benzin,5.1,117.0,42710.0
skoda,Skoda Kamiq,blau,11/2020,2020,18990,66.0,90.0,Schaltgetriebe,Autogas (CNG),3.4,93.0,33100.0
skoda,Skoda Fabia,blau,10/2020,2020,19490,70.0,95.0,Schaltgetriebe,Benzin,10.3,103.0,29700.0
skoda,Skoda Kodiaq,blau,02/2020,2020,35480,110.0,150.0,Automatik,Diesel,,0.0,55964.0
skoda,Skoda Citigo,blau,07/2020,2020,19445,61.0,83.0,Automatik,Elektro,,0.0,1250.0
skoda,Skoda Kamiq,blau,01/2020,2020,17990,85.0,116.0,Schaltgetriebe,Benzin,5.0,113.0,110000.0
skoda,Skoda Superb,blau,03/2020,2020,31980,140.0,190.0,Automatik,Diesel,4.4,117.0,92073.0
skoda,Skoda Superb,blau,09/2020,2020,34660,160.0,218.0,Automatik,Hybrid,1.5,35.0,27000.0
skoda,Skoda Kamiq,blau,08/2020,2020,22850,85.0,116.0,Schaltgetriebe,Benzin,5.1,116.0,15650.0
skoda,Skoda Superb,blau,12/2020,2020,32990,160.0,218.0,Automatik,Hybrid,,,24850.0
skoda,Skoda Superb,blau,03/2020,2020,18980,110.0,150.0,Schaltgetriebe,Diesel,,132.0,128423.0
skoda,Skoda Kamiq,blau,02/2020,2020,15480,70.0,95.0,Schaltgetriebe,Benzin,5.1,116.0,99000.0
skoda,Skoda Scala,blau,05/2020,2020,16790,85.0,116.0,Schaltgetriebe,Diesel,,,83550.0
skoda,Skoda Superb,blau,02/2020,2020,23950,110.0,150.0,Schaltgetriebe,Diesel,3.8,101.0,144395.0
skoda,Skoda Scala,blau,09/2020,2020,15999,70.0,95.0,Schaltgetriebe,Benzin,5.0,114.0,76600.0
skoda,Skoda Fabia,blau,12/2020,2020,18890,70.0,95.0,Schaltgetriebe,Benzin,4.7,107.0,14800.0
skoda,Skoda Kamiq,blau,02/2020,2020,15480,70.0,95.0,Schaltgetriebe,Benzin,5.1,116.0,105500.0
skoda,Skoda Fabia,blau,07/2020,2020,17690,70.0,95.0,Schaltgetriebe,Benzin,4.5,102.0,29100.0
skoda,Skoda Fabia,blau,10/2020,2020,17980,70.0,95.0,Schaltgetriebe,Benzin,4.5,102.0,19500.0
skoda,Skoda Kamiq,blau,09/2020,2020,19490,70.0,95.0,Schaltgetriebe,Benzin,4.7,108.0,16753.0
skoda,Skoda Fabia,blau,02/2020,2020,15980,70.0,95.0,Schaltgetriebe,Benzin,4.5,103.0,79184.0
skoda,Skoda Kodiaq,blau,02/2020,2020,30450,110.0,150.0,Automatik,Diesel,5.9,155.8,83856.0
skoda,Skoda Fabia,blau,03/2020,2020,13990,44.0,60.0,Schaltgetriebe,Benzin,4.9,121.0,41341.0
skoda,Skoda Octavia,blau,07/2020,2020,16400,96.0,131.0,Automatik,Autogas (CNG),,96.0,129952.0
skoda,Skoda Citigo,blau,07/2020,2020,18370,61.0,83.0,Automatik,Elektro,,0.0,25200.0
skoda,Skoda Superb,braun,05/2020,2020,26990,140.0,190.0,Automatik,Diesel,6.5,170.0,137000.0
skoda,Skoda Kamiq,braun,02/2020,2020,22350,110.0,150.0,Schaltgetriebe,Benzin,4.8,110.0,34400.0
skoda,Skoda Kodiaq,braun,07/2020,2020,33980,140.0,190.0,Automatik,Benzin,6.7,153.0,67000.0
skoda,Skoda Fabia,braun,09/2020,2020,16400,70.0,95.0,Schaltgetriebe,Benzin,4.5,102.0,13808.0
skoda,Skoda Scala,braun,08/2020,2020,20900,85.0,116.0,Automatik,Benzin,5.0,115.0,17400.0
skoda,Skoda Octavia,braun,01/2020,2020,19860,110.0,150.0,Schaltgetriebe,Benzin,4.9,111.0,28300.0
skoda,Skoda Octavia,braun,10/2020,2020,26990,110.0,150.0,Schaltgetriebe,Benzin,4.7,109.0,39999.0
skoda,Skoda Octavia,braun,10/2020,2020,25881,110.0,150.0,Schaltgetriebe,Benzin,4.8,110.0,10.0
skoda,Skoda Octavia,braun,10/2020,2020,25881,110.0,150.0,Schaltgetriebe,Benzin,4.8,110.0,10.0
skoda,Skoda Octavia,braun,10/2020,2020,29950,110.0,150.0,Schaltgetriebe,Benzin,4.8,110.0,10.0
skoda,Skoda Superb,braun,03/2020,2020,16286,110.0,150.0,Automatik,Benzin,6.8,155.6,33060.0
skoda,Skoda Fabia,braun,05/2020,2020,21950,81.0,110.0,Schaltgetriebe,Benzin,4.6,104.0,26999.0
skoda,Skoda Kamiq,braun,09/2020,2020,25390,85.0,116.0,Schaltgetriebe,Benzin,5.0,113.0,4250.0
skoda,Skoda Karoq,braun,03/2020,2020,29445,110.0,150.0,Schaltgetriebe,Benzin,5.2,118.0,40000.0
skoda,Skoda Octavia,braun,09/2020,2020,33980,110.0,150.0,Automatik,Diesel,3.7,97.0,29671.0
skoda,Skoda Superb,braun,05/2020,2020,22440,140.0,190.0,Automatik,Diesel,4.9,129.0,52140.0
skoda,Skoda Kamiq,braun,08/2020,2020,16590,110.0,150.0,Schaltgetriebe,Benzin,4.8,110.0,51700.0
skoda,Skoda Fabia,braun,02/2020,2020,38880,81.0,110.0,Schaltgetriebe,Benzin,5.7,129.0,51300.0
skoda,Skoda Superb,braun,12/2020,2020,28890,147.0,200.0,Automatik,Diesel,5.0,131.0,81300.0
skoda,Skoda Octavia,braun,01/2020,2020,21999,110.0,150.0,Automatik,Benzin,5.0,113.0,29350.0
skoda,Skoda Kamiq,braun,02/2020,2020,19490,70.0,95.0,Schaltgetriebe,Benzin,,,15245.0
skoda,Skoda Octavia,braun,09/2020,2020,29645,110.0,150.0,Automatik,Diesel,3.7,97.0,29671.0
skoda,Skoda Fabia,braun,11/2020,2020,19990,70.0,95.0,Schaltgetriebe,Benzin,4.7,107.0,12325.0
skoda,Skoda Karoq,braun,11/2020,2020,25500,110.0,150.0,Automatik,Benzin,,,74121.0
skoda,Skoda Octavia,braun,01/2020,2020,20480,110.0,150.0,Automatik,Benzin,5.0,113.0,25722.0
skoda,Skoda Kamiq,braun,11/2020,2020,19490,70.0,95.0,Schaltgetriebe,Benzin,,,47760.0
skoda,Skoda Fabia,braun,10/2020,2020,16990,70.0,95.0,Schaltgetriebe,Benzin,4.5,103.0,28216.0
skoda,Skoda Scala,braun,10/2020,2020,15480,66.0,90.0,Schaltgetriebe,Autogas (CNG),,95.0,48521.0
skoda,Skoda Fabia,braun,03/2020,2020,12990,44.0,60.0,Schaltgetriebe,Benzin,5.9,132.0,34538.0
skoda,Skoda Kamiq,braun,07/2020,2020,21850,85.0,116.0,Automatik,Benzin,6.1,139.0,36200.0
skoda,Skoda Scala,braun,04/2020,2020,18990,85.0,116.0,Schaltgetriebe,Benzin,4.9,111.0,37941.0
skoda,Skoda Octavia,braun,07/2020,2020,19890,110.0,150.0,Schaltgetriebe,Benzin,5.0,113.0,37990.0
skoda,Skoda Superb,bronze,05/2020,2020,26990,140.0,190.0,Automatik,Diesel,6.5,170.0,137000.0
skoda,Skoda Superb,gelb,05/2020,2020,26990,140.0,190.0,Automatik,Diesel,6.5,170.0,137000.0
skoda,Skoda Citigo,gelb,12/2020,2020,16149,61.0,83.0,Automatik,Elektro,,0.0,21065.0
skoda,Skoda Citigo,gelb,06/2020,2020,19645,61.0,83.0,Automatik,Elektro,,0.0,1400.0
skoda,Skoda Superb,grau,07/2020,2020,32900,115.0,156.0,Automatik,Hybrid,1.5,35.0,16750.0
skoda,Skoda Superb,grau,09/2020,2020,34980,140.0,190.0,Automatik,Benzin,7.6,172.0,39727.0
skoda,Skoda Kodiaq,grau,07/2020,2020,37190,140.0,190.0,Automatik,Diesel,5.7,151.0,39416.0
skoda,Skoda Octavia,grau,07/2020,2020,29991,135.0,184.0,Automatik,Diesel,5.1,135.0,47100.0
skoda,Skoda Octavia,grau,09/2020,2020,23450,110.0,150.0,Schaltgetriebe,Benzin,4.8,111.0,40767.0
skoda,Skoda Kamiq,grau,06/2020,2020,20990,85.0,116.0,Automatik,Benzin,4.9,111.0,26500.0
skoda,Skoda Kamiq,grau,12/2020,2020,25290,110.0,150.0,Schaltgetriebe,Benzin,5.9,134.0,11200.0
skoda,Skoda Karoq,grau,04/2020,2020,29990,140.0,190.0,Automatik,Diesel,5.0,132.0,61010.0
skoda,Skoda Karoq,grau,02/2020,2020,27990,110.0,150.0,Automatik,Benzin,5.6,124.0,28393.0
skoda,Skoda Superb,grau,12/2020,2020,38780,200.0,272.0,Automatik,Benzin,,,28997.0
skoda,Skoda Scala,grau,11/2020,2020,24371,85.0,116.0,Automatik,Benzin,5.1,116.0,10.0
skoda,Skoda Scala,grau,11/2020,2020,24371,85.0,116.0,Automatik,Benzin,5.1,116.0,10.0
skoda,Skoda Scala,grau,11/2020,2020,24371,85.0,116.0,Automatik,Benzin,5.1,116.0,10.0
skoda,Skoda Scala,grau,11/2020,2020,24371,85.0,116.0,Automatik,Benzin,5.1,116.0,10.0
skoda,Skoda Scala,grau,11/2020,2020,24371,85.0,116.0,Automatik,Benzin,5.1,116.0,10.0
skoda,Skoda Kamiq,grau,07/2020,2020,27900,110.0,150.0,Automatik,Benzin,,0.0,31028.0
skoda,Skoda Superb,grau,10/2020,2020,25990,110.0,150.0,Automatik,Benzin,5.2,120.0,51700.0
skoda,Skoda Kodiaq,grau,12/2020,2020,30800,110.0,150.0,Automatik,Diesel,5.0,131.0,45168.0
skoda,Skoda Kodiaq,grau,11/2020,2020,35900,140.0,190.0,Automatik,Benzin,6.7,153.0,41000.0
skoda,Skoda Octavia,grau,09/2020,2020,27690,110.0,150.0,Schaltgetriebe,Benzin,4.8,111.0,35000.0
skoda,Skoda Octavia,grau,09/2020,2020,28990,110.0,150.0,Automatik,Diesel,3.7,97.0,36300.0
skoda,Skoda Kodiaq,grau,04/2020,2020,38990,110.0,150.0,Automatik,Benzin,6.0,136.0,6900.0
skoda,Skoda Octavia,grau,07/2020,2020,24470,110.0,150.0,Automatik,Benzin,5.1,116.0,56500.0
skoda,Skoda Octavia,grau,09/2020,2020,31000,110.0,150.0,Automatik,Diesel,3.7,97.0,42800.0
skoda,Skoda Karoq,grau,05/2020,2020,22150,85.0,116.0,Schaltgetriebe,Benzin,4.4,116.0,15000.0
skoda,Skoda Scala,grau,10/2020,2020,24371,110.0,150.0,Automatik,Benzin,5.0,115.0,100.0
skoda,Skoda Karoq,grau,07/2020,2020,30950,110.0,150.0,Automatik,Diesel,5.5,144.0,47000.0
skoda,Skoda Kodiaq,grau,09/2020,2020,26650,110.0,150.0,Automatik,Diesel,5.2,136.0,58876.0
skoda,Skoda Octavia,grau,05/2020,2020,26490,180.0,245.0,Automatik,Benzin,6.3,144.0,30000.0
skoda,Skoda Karoq,grau,08/2020,2020,26990,110.0,150.0,Schaltgetriebe,Diesel,4.6,120.0,10200.0
skoda,Skoda Scala,grau,01/2020,2020,19980,110.0,150.0,Automatik,Benzin,5.0,115.0,59979.0
skoda,Skoda Superb,grau,07/2020,2020,33880,140.0,190.0,Automatik,Diesel,4.8,127.0,27991.0
skoda,Skoda Fabia,grau,10/2020,2020,16980,81.0,110.0,Schaltgetriebe,Benzin,4.7,106.0,29000.0
skoda,Skoda Karoq,grau,09/2020,2020,21930,85.0,116.0,Schaltgetriebe,Benzin,5.2,119.0,12475.0
skoda,Skoda Karoq,grau,02/2020,2020,32995,140.0,190.0,Automatik,Benzin,6.9,156.0,45627.0
skoda,Skoda Scala,grau,01/2020,2020,20980,110.0,150.0,Automatik,Benzin,5.0,115.0,59979.0
skoda,Skoda Kodiaq,grau,07/2020,2020,27800,110.0,150.0,Automatik,Diesel,,,73510.0
skoda,Skoda Karoq,grau,09/2020,2020,31999,140.0,190.0,Automatik,Diesel,5.0,132.0,40892.0
skoda,Skoda Kodiaq,grau,03/2020,2020,29900,110.0,150.0,Automatik,Diesel,4.8,125.0,59215.0
skoda,Skoda Kodiaq,grau,06/2020,2020,34980,140.0,190.0,Automatik,Benzin,4.9,128.0,38629.0
skoda,Skoda Octavia,grau,11/2020,2020,26900,110.0,150.0,Schaltgetriebe,Benzin,5.7,130.0,6900.0
skoda,Skoda Kodiaq,grau,06/2020,2020,33980,140.0,190.0,Automatik,Benzin,4.9,128.0,38629.0
skoda,Skoda Octavia,grau,06/2020,2020,31990,180.0,245.0,Automatik,Benzin,7.7,174.0,25950.0
skoda,Skoda Kamiq,grau,03/2020,2020,21200,110.0,150.0,Schaltgetriebe,Benzin,,,44500.0
skoda,Skoda Superb,grau,03/2020,2020,36700,160.0,218.0,Automatik,Hybrid,,,31000.0
skoda,Skoda Scala,grau,10/2020,2020,23990,110.0,150.0,Automatik,Benzin,5.0,115.0,100.0
skoda,Skoda Fabia,grau,10/2020,2020,15950,70.0,95.0,Schaltgetriebe,Benzin,4.5,102.0,33700.0
skoda,Skoda Karoq,grau,06/2020,2020,27690,110.0,150.0,Automatik,Benzin,5.3,120.0,16900.0
skoda,Skoda Kamiq,grau,11/2020,2020,25990,110.0,150.0,Automatik,Benzin,,0.0,39015.0
skoda,Skoda Octavia,grau,07/2020,2020,27980,135.0,184.0,Automatik,Diesel,5.2,136.0,70200.0
skoda,Skoda Kamiq,grau,12/2020,2020,21750,110.0,150.0,Schaltgetriebe,Benzin,4.8,110.0,60324.0
skoda,Skoda Scala,grau,01/2020,2020,15790,70.0,95.0,Schaltgetriebe,Benzin,5.0,114.0,33000.0
skoda,Skoda Kodiaq,grau,11/2020,2020,45900,176.0,239.0,Automatik,Diesel,6.2,163.0,40000.0
skoda,Skoda Kodiaq,grau,07/2020,2020,33990,140.0,190.0,Automatik,Benzin,4.9,128.0,56053.0
skoda,Skoda Kodiaq,grau,02/2020,2020,39980,176.0,239.0,Automatik,Diesel,6.2,163.0,46059.0
skoda,Skoda Octavia,grau,01/2020,2020,31790,180.0,245.0,Automatik,Benzin,7.7,175.0,33098.0
skoda,Skoda Karoq,grau,09/2020,2020,25400,110.0,150.0,Automatik,Benzin,5.3,,30200.0
skoda,Skoda Octavia,grau,07/2020,2020,30191,135.0,184.0,Automatik,Diesel,5.1,135.0,47100.0
skoda,Skoda Octavia,grau,09/2020,2020,24650,110.0,150.0,Automatik,Benzin,4.8,110.0,20210.0
skoda,Skoda Fabia,grau,09/2020,2020,17499,81.0,110.0,Schaltgetriebe,Benzin,4.6,104.0,36632.0
skoda,Skoda Karoq,grau,12/2020,2020,26780,110.0,150.0,Schaltgetriebe,Diesel,5.6,143.0,63568.0
skoda,Skoda Superb,grau,05/2020,2020,25490,103.0,140.0,Schaltgetriebe,Diesel,,,101000.0
skoda,Skoda Superb,grau,10/2020,2020,27790,160.0,218.0,Automatik,Hybrid,,0.0,26500.0
skoda,Skoda Superb,grau,12/2020,2020,36880,160.0,218.0,Automatik,Hybrid,,38.0,48028.0
skoda,Skoda Superb,grau,03/2020,2020,35490,200.0,272.0,Automatik,Benzin,7.1,161.0,76652.0
skoda,Skoda Superb,grau,01/2020,2020,29150,110.0,150.0,Automatik,Diesel,3.9,102.0,20353.0
skoda,Skoda Superb,grau,07/2020,2020,35960,115.0,156.0,Automatik,Hybrid,1.4,32.0,8000.0
skoda,Skoda Superb,grau,02/2020,2020,25990,110.0,150.0,Schaltgetriebe,Diesel,3.7,98.0,65995.0
skoda,Skoda Scala,grau,12/2020,2020,18450,85.0,116.0,Schaltgetriebe,Diesel,4.1,122.0,47439.0
skoda,Skoda Karoq,grau,04/2020,2020,27540,110.0,150.0,Automatik,Benzin,,0.0,34800.0
skoda,Skoda Octavia,grau,04/2020,2020,22989,110.0,150.0,Schaltgetriebe,Diesel,5.2,136.0,50506.0
skoda,Skoda Karoq,grau,02/2020,2020,31280,140.0,190.0,Automatik,Benzin,8.4,189.0,44289.0
skoda,Skoda Kodiaq,grau,01/2020,2020,31700,140.0,190.0,Automatik,Benzin,,200.0,72324.0
skoda,Skoda Kamiq,grau,01/2020,2020,18760,85.0,116.0,Schaltgetriebe,Benzin,5.0,119.0,58000.0
skoda,Skoda Scala,grau,10/2020,2020,20890,85.0,116.0,Schaltgetriebe,Diesel,4.2,108.0,25963.0
skoda,Skoda Karoq,grau,02/2020,2020,30730,110.0,150.0,Automatik,Diesel,6.6,174.0,33932.0
skoda,Skoda Octavia,grau,02/2020,2020,22990,110.0,150.0,Automatik,Diesel,4.2,100.0,73980.0
skoda,Skoda Kamiq,grau,04/2020,2020,19950,85.0,116.0,Schaltgetriebe,Benzin,5.1,116.0,43000.0
skoda,Skoda Karoq,grau,02/2020,2020,23800,110.0,150.0,Automatik,Diesel,4.9,172.0,119293.0
skoda,Skoda Karoq,grau,02/2020,2020,26785,110.0,150.0,Automatik,Benzin,5.3,120.0,8750.0
skoda,Skoda Kamiq,grau,06/2020,2020,25885,110.0,150.0,Automatik,Benzin,5.0,115.0,30450.0
skoda,Skoda Octavia,grau,01/2020,2020,19769,110.0,150.0,Automatik,Diesel,5.3,139.0,122500.0
skoda,Skoda Superb,grau,05/2020,2020,34900,160.0,218.0,Automatik,Hybrid,1.5,35.0,77245.0
skoda,Skoda Superb,grau,09/2020,2020,30950,110.0,150.0,Automatik,Diesel,4.0,104.0,25148.0
skoda,Skoda Octavia,grau,06/2020,2020,30790,180.0,245.0,Automatik,Benzin,6.2,141.0,41641.0
skoda,Skoda Karoq,grau,02/2020,2020,15400,140.0,190.0,Automatik,Diesel,5.0,132.0,80000.0
skoda,Skoda Octavia,grau,09/2020,2020,21890,110.0,150.0,Schaltgetriebe,Benzin,5.1,111.0,68477.0
skoda,Skoda Octavia,grau,01/2020,2020,20410,110.0,150.0,Automatik,Diesel,4.2,110.0,94370.0
skoda,Skoda Scala,grau,10/2020,2020,23280,85.0,116.0,Automatik,Benzin,5.1,116.0,36443.0
skoda,Skoda Scala,grau,05/2020,2020,25880,110.0,150.0,Automatik,Benzin,4.8,110.0,19468.0
skoda,Skoda Octavia,grau,11/2020,2020,26880,110.0,150.0,Automatik,Diesel,3.7,124.0,49685.0
skoda,Skoda Octavia,grau,11/2020,2020,23480,110.0,150.0,Automatik,Diesel,3.7,124.0,49685.0
skoda,Skoda Octavia,grau,06/2020,2020,22480,110.0,150.0,Automatik,Diesel,4.5,141.0,42010.0
skoda,Skoda Octavia,grau,06/2020,2020,35750,110.0,150.0,Automatik,Diesel,4.5,141.0,42010.0
skoda,Skoda Superb,grau,05/2020,2020,26990,140.0,190.0,Automatik,Diesel,6.5,170.0,137000.0
skoda,Skoda Octavia,grau,01/2020,2020,25500,180.0,245.0,Automatik,Benzin,6.3,144.0,72650.0
skoda,Skoda Octavia,grau,11/2020,2020,34290,180.0,245.0,Automatik,Hybrid,,,18750.0
skoda,Skoda Kodiaq,grau,04/2020,2020,25830,110.0,150.0,Automatik,Diesel,4.8,126.0,94950.0
skoda,Skoda Octavia,grau,09/2020,2020,19995,110.0,150.0,Schaltgetriebe,Benzin,4.8,111.0,74000.0
skoda,Skoda Karoq,grau,05/2020,2020,26980,110.0,150.0,Automatik,Benzin,5.6,124.0,49034.0
skoda,Skoda Octavia,grau,11/2020,2020,34490,180.0,245.0,Automatik,Hybrid,,,18750.0
skoda,Skoda Superb,grau,06/2020,2020,29980,160.0,218.0,Automatik,Hybrid,,33.0,53805.0
skoda,Skoda Octavia,grau,05/2020,2020,22930,110.0,150.0,Automatik,Diesel,4.2,138.0,60957.0
skoda,Skoda Kodiaq,grau,07/2020,2020,31950,110.0,150.0,Automatik,Benzin,6.0,136.0,34833.0
skoda,Skoda Kodiaq,grau,12/2020,2020,37450,147.0,200.0,Automatik,Diesel,5.3,140.0,87000.0
skoda,Skoda Octavia,grau,02/2020,2020,19790,110.0,150.0,Schaltgetriebe,Diesel,5.1,112.0,77221.0
skoda,Skoda Kodiaq,grau,02/2020,2020,38900,176.0,239.0,Automatik,Diesel,6.2,208.0,77000.0
skoda,Skoda Kodiaq,grau,01/2020,2020,33500,140.0,190.0,Automatik,Diesel,6.2,163.0,61001.0
skoda,Skoda Kodiaq,grau,11/2020,2020,43950,176.0,239.0,Automatik,Diesel,6.2,163.0,43000.0
skoda,Skoda Superb,grau,09/2020,2020,32990,140.0,190.0,Automatik,Diesel,,,71199.0
